Test/382,[-0.6373663  -2.4140193   0.27185255 -0.3352145   1.1890085  -2.2331038
  1.9730034   1.4000269 ],
Test/88,[-3.1093256   1.5030851   0.51697963  0.5604299   0.20019627 -2.0617485
  2.882684   -1.0534115 ],
Test/178,[-2.667205   -5.899152    0.8545732   0.7135     -2.2226262   0.19242805
  1.8801123   4.530835  ],
Test/286,[-4.078894   -3.7210927   4.788238   -1.8283825  -0.2671175  -0.49316585
  3.6363611   0.44017038],
Test/235,[-3.4706547   0.7620737   1.7199723   2.4148517  -2.4456577  -0.14926344
  5.2206655  -1.0375975 ],
Test/463,[-2.648837   -3.8654315   0.77128935 -3.764894    1.0267035   1.2242035
  4.6824822   1.1409992 ],
Test/91,[-4.2345643 -0.3766473  1.1312002 -3.3079464  2.6937327 -0.9419966
  4.1243563  2.989079 ],
Test/149,[-0.36841285 -0.2886666   2.0560086  -3.1028383   0.45996857 -3.2087278
  4.5928197   0.6529584 ],
Test/229,[-5.1423974  -2.0052333   3.627585   -5.7181764  -0.819389    2.09456
  3.2816176  -0.26290837],
Test/529,[-1.8857956  -2.012415   -1.1940612   0.37640768 -0.14453244 -1.9971362
  6.8668046   2.2482696 ],
Test/70,[-2.9789746  -0.1932723   2.1523147  -1.7953081  -0.82836056 -2.6103046
  4.824765   -0.51521635],
Test/199,[-6.7549253  -1.6565595  -0.18867147  3.111382    1.4064373  -2.9868238
  2.7700431   2.944982  ],
Test/417,[-3.031356   -4.099356   -1.748087   -2.2114184   0.03664768 -3.411032
  2.7701964   1.7165853 ],
Test/584,[-4.255825  -2.3401914  3.8719108 -4.2696567  1.8052403 -3.0703845
  5.536395   0.6583867],
Test/696,[-3.7870061 -1.5220333  1.3830138 -1.4806767 -1.5674702 -5.2405066
  1.4884133  2.9755218],
Test/175,[-4.1419306   0.47629094  3.8347073  -0.11662471  1.981736   -1.8055063
  1.6958176   1.4011723 ],
Test/412,[-5.2070622   0.80784625 -0.6381417  -2.622429    1.5416175   0.27748126
  3.1317654   5.403471  ],
Test/804,[-6.9103217 -2.2925637  4.728024  -2.439968   2.2045112 -4.9013367
  1.7739826  3.2543993],
Test/214,[-3.5304525  -1.7868861   2.1487122   1.3613746  -1.9903141  -2.0453458
  0.12971929  2.278294  ],
Test/191,[-0.16284926  0.18482643  0.6202717   0.7668788  -3.234746   -1.3858972
 -3.635814    1.7755378 ],
Test/323,[ 4.752932   1.7440536  2.8513594 -1.462193   2.2994685 -2.6459675
  6.256026   4.2872963],
Test/22,[-4.2773294   0.63462657 -1.1122776   1.9011185   1.0699977  -0.77653295
 -2.3051674   1.4237968 ],
Test/125,[-5.009237   -2.9832172  -0.37302792 -1.506471   -0.15205038 -3.09811
  1.6463891   2.7627542 ],
Test/548,[-5.5347161e+00  1.0557449e+00  6.5905973e-04  1.7957599e+00
  5.1686773e+00 -1.0370036e+00  3.3203685e+00  9.0932953e-01],
Test/291,[-3.553199   -1.8258584  -0.40974948 -0.97892433  1.1117059  -1.496453
  3.3291984   0.53634846],
Test/747,[-6.4199452  -2.85343     3.1925688  -0.18674386  0.89882797  0.65261567
  1.9437191   1.8579553 ],
Test/574,[-1.8365897  -0.39185274  0.67560893 -2.0738273   0.70993483 -0.6503348
  1.6399724   1.4552408 ],
Test/146,[-3.6059194  -0.15797395  2.6481228  -4.4084835   3.0284715  -3.7482564
  4.4928327   5.2269454 ],
Test/110,[-5.6757097 -4.147248   2.754119  -2.332337  -1.4369677 -0.6465102
 -1.4595912  4.3102717],
Test/984,[-1.4724778  -1.3312633   0.56452346 -0.08782267 -1.29388    -2.0095067
  1.0127016   1.1108066 ],
Test/161,[ 0.31614473 -3.1028488   1.7365632   0.43422154  0.76613414  0.8122065
  3.277681    1.3338505 ],
Test/709,[-1.8948117  4.318281   4.5938654 -3.3386936  5.372148   2.519533
  4.2515287  2.6729317],
Test/399,[ 0.021154  -0.7030148  2.677063  -3.3712552 -3.3710856 -1.4756117
  3.1592333  3.994718 ],
Test/335,[-2.3496673  -1.6890136   0.42247975  3.0469415  -1.7537006  -2.3652632
  5.128654   -0.20988484],
Test/180,[ 2.0296195  1.7510302  1.7711793 -0.582149  -2.1163297 -3.2074382
  2.4123108  0.9406268],
Test/898,[-1.7947243 -3.4704022  2.3237793 -1.9602897 -4.6855474 -4.9717655
  0.9121531  0.9180161],
Test/550,[-3.104097   -0.9780646  -0.20311534 -1.2712183  -1.5936433  -4.4795036
  2.7952855   1.7344967 ],
Test/115,[-0.4562684  -2.9219418   1.7674028  -0.23190165  0.1268186  -1.4604967
  0.7639717   1.474732  ],
Test/745,[-1.9366308  -4.0797973   0.63407063 -0.4896208  -0.03726512 -3.3974016
  2.2303364   1.9638938 ],
Test/814,[-2.1371727  -3.47917     2.3588524   0.17310858  1.300324   -0.6998417
  3.1898108   2.112949  ],
Test/421,[-0.04113175 -3.817687   -1.6525723   0.3222475  -5.5704975  -4.28124
  2.9250236  -0.93231773],
Test/154,[ 0.74897814 -0.6193875   1.58319    -1.7134109   1.3604846  -0.8452233
  3.6212342   2.7641642 ],
Test/221,[-0.40742132 -5.138779   -0.39823943 -1.4825469  -2.6841912  -3.1050549
  6.5616183  -0.12686034],
Test/797,[-2.4287117 -1.7125483 -1.1286267 -0.9646478  1.1714014 -1.7058948
  4.364138   1.5961615],
Test/791,[ 0.38622284 -2.406759   -0.27704483 -0.6279504  -0.57190347 -0.9947012
  2.993912    0.57541555],
Test/832,[ 0.03315009 -0.4216102   1.9639881  -1.8426158   2.4299269  -0.55210704
 -0.3533546   1.6775073 ],
Test/781,[-4.9679136 -3.2047327  2.2081203 -1.2747918 -0.9797102 -1.0463915
  7.596076   2.7100995],
Test/915,[-3.907646   -1.1224233   0.40110135 -1.2824095   1.101375    2.220942
  3.6313787   1.0069143 ],
Test/103,[-0.6903951  -0.7020681   1.3713583   0.21910685  0.31284523 -3.425824
  1.6344424  -0.80439675],
Test/944,[-1.586216    0.95947725 -0.7038664  -3.1345334   3.271183   -0.9815693
  3.7166462   2.6160984 ],
Test/25,[-3.6907644 -3.964458   1.9780859 -4.618187  -1.9433744 -3.8660643
  5.8272963  4.8208294],
Test/524,[-3.2468388  -0.25782436  0.41518265 -1.1873623   0.76349425  0.4003012
  1.6134816   2.2464643 ],
Test/4,[-1.7568233   2.912025   -0.6288379   1.6376655   3.359828    0.85584915
  5.767267    3.3452883 ],
Test/309,[-4.240179  -6.026754   4.0779667 -3.803852   2.2009134 -0.9195074
  2.0591862 -1.330429 ],
Test/957,[-1.5557536  -2.6894758  -0.31939775 -0.49235848 -2.723074   -0.8697821
  4.5966935   2.3468895 ],
Test/598,[ 0.14240183 -1.0953187   0.49992156 -0.28026235 -2.030078   -1.9047459
  4.4483056   0.9399785 ],
Test/348,[-4.440299   -2.8721747   1.0946013  -2.0961878  -0.95182353  0.69401926
  3.633737    2.9865909 ],
Test/636,[-0.9443687  -1.4986713   4.628916    0.40989324  3.2498827  -1.8217219
  2.9232953   3.9709902 ],
Test/508,[-3.8418708  -3.4941037   1.6185609  -0.90782523 -0.40826866 -4.8887253
  5.1205053  -0.92664707],
Test/24,[-4.248574   -0.98359615  3.0263982  -1.02848     3.295165   -1.4804813
  4.8912206  -2.0309887 ],
Test/557,[-4.6170573  -1.7662352   0.8177313  -3.0088978   1.6290151   0.13034683
  5.0425816  -0.28931883],
Test/681,[-2.3277912  -2.1308768  -0.4960435   0.06577683  1.8465202  -3.1255744
  1.701781    1.2416785 ],
Test/933,[-4.3650184  -1.8029478  -0.28284577 -4.8560967   0.4397483  -3.929816
  3.1430535  -0.76595557],
Test/77,[-5.7615385  -2.2741754   3.9109495  -2.7694917  -0.20641264 -1.896197
  0.06383398  2.0391955 ],
Test/342,[-1.9509004 -1.2459735 -2.2179906  1.2081504 -1.0912603 -1.7185117
  3.9372272  3.7101474],
Test/613,[-1.6318264   0.7811607   0.47070235 -0.00700756  3.9377685  -5.3568916
  1.6159469   0.42668733],
Test/860,[-1.320577  -2.686474   1.9437362 -1.2957923 -1.6589788 -2.8318462
  2.6849768 -0.9950545],
Test/163,[ 0.43634093 -0.771895   -0.7340748  -7.8178515   1.7642541  -4.776125
  4.684425    4.110916  ],
Test/340,[-3.0738719   0.00635213  1.3988527   0.01433334  1.0882686  -1.5193895
  1.0505865   1.3642367 ],
Test/882,[-1.287963    0.63864344 -0.72371924  0.4745546  -1.7011083  -1.3715954
  4.4218736  -0.42433062],
Test/369,[-3.9167855  -2.1227894   1.8522433  -0.20347378  0.09930503 -1.1811366
  2.4796069  -1.1524622 ],
Test/560,[-1.0978085  -2.0486646  -1.5710014  -1.4215769  -0.29791534 -1.5155414
  2.8242228   3.1360269 ],
Test/211,[-4.1157217  -4.961107   -1.927182   -2.055375    0.32599115  2.7673352
  0.12483773  4.383126  ],
Test/373,[ 0.6070864   0.79665214  0.5651172  -1.3471894   1.7480103  -2.6116908
  4.2026763   1.393546  ],
Test/566,[ 0.04597813  0.8322303   2.3235822  -0.95178145  5.413476    0.91575086
  2.1137094   0.99597824],
Test/298,[-0.0978158  -1.2108479  -1.7858812  -1.1056737  -0.10434371 -1.1427838
  1.9522121   2.9031107 ],
Test/629,[-4.2052116  -0.3097403  -1.0010982   1.5493066   0.17988631 -4.6378045
  3.0374231  -0.6403805 ],
Test/925,[-4.0105586   1.4845673   4.4036374   3.721671   -1.9428576  -2.153831
  1.5720977  -0.13289632],
Test/208,[-0.6514671  -0.08118886 -1.7219568  -0.5498305  -0.8612027  -1.358708
 -0.85123754  1.5773598 ],
Test/883,[-4.8806686  0.9698724 -1.1127368 -5.2046943  4.100752   1.0730739
  5.937111   1.4627187],
Test/782,[-3.2883043   3.575389   -2.9386187  -3.0796943   0.09137934 -0.20871711
  4.8901987   4.6043935 ],
Test/241,[ 1.0387941e-01 -2.7754133e+00  1.9064657e-03 -1.1313053e+00
  2.3546619e+00 -5.0001545e+00  2.5509284e+00  3.5186085e-01],
Test/206,[-3.605203   -0.0763534   2.90136    -0.15690774  0.2809859  -2.6458166
  5.7369714  -1.0644988 ],
Test/790,[-1.6266357   0.99060327  2.2863925  -5.2871385   0.37692776 -3.2220309
  4.8524876   0.5284369 ],
Test/27,[-1.8294761 -1.3606577  3.0957832  0.2119605  1.6847004 -1.3479944
  3.1758971  4.310747 ],
Test/491,[-4.5557747  -5.006088   -1.168196   -0.33679307 -0.12840712  0.5216382
  4.5043774   4.5107036 ],
Test/590,[-4.350901   3.5386062  3.3215363 -1.7543824 -1.0720006 -3.5357897
  5.8203006  0.4340379],
Test/612,[-6.736414  -1.940124   3.1686006  1.5807817  1.1265614 -1.6595188
  3.5187066  0.7977909],
Test/707,[-2.4878376 -6.1751957  3.0161052 -2.950599   1.2428244 -1.139947
  5.1753645 -2.3980615],
Test/66,[-1.5422069   0.7268156   1.4682528  -0.7678107  -0.83011943 -3.9664454
  3.5566347   2.2124796 ],
Test/662,[-1.9007024   2.216042   -1.2188913  -0.22986656  1.1098634  -3.5451121
  7.530449    1.4854721 ],
Test/894,[-0.3992157  -0.9786327   1.7145368   0.57272154 -0.01518187 -2.332278
  7.858565    2.6922326 ],
Test/449,[-0.6813895  -1.4499555   4.0329447   0.04599155 -2.4150982  -4.151619
  0.71910155  2.181675  ],
Test/308,[-1.0127743  -1.289011   -0.51712865 -1.9155059   1.5747112  -3.1811135
  3.560002    0.39191088],
Test/471,[ 1.1867242   1.261931   -0.68314654 -2.374608    2.1647363   2.6461313
  4.168228    1.5172145 ],
Test/516,[-2.634296  -2.6511078  0.9135467 -0.3976509  3.5338397 -2.265566
  3.5555823  2.994161 ],
Test/607,[-1.485428   -0.5370271  -0.8706835   0.92929167  2.348744   -3.6301472
  3.98854     2.503118  ],
Test/972,[-4.4857373  -2.0136406   3.019188   -3.050447    1.6395112   0.20188425
  3.4051983   3.8322895 ],
Test/789,[ 0.2887558  -0.01013631 -0.807567   -0.5824852   1.7207873  -3.8245132
  2.2482936   0.450811  ],
Test/934,[-4.0355406  -0.37721887  2.4650812  -0.8710267   1.6812109   0.04276712
 -0.5970857   0.51740205],
Test/215,[ 0.3177998 -1.8007889  2.583252  -0.2205354 -0.8473904 -2.5483248
  1.8264161  3.4473636],
Test/796,[-1.8045412  -3.742303   -0.57170945  0.5561417  -0.27515897 -2.2349484
  4.8143897   0.1253104 ],
Test/929,[-3.318135   1.807687   2.8864884  1.0947932  0.9047191 -3.2197511
  4.2433014  5.593154 ],
Test/506,[-3.1271079  -4.453624    0.18649481 -4.7540913   0.70400846 -1.9832913
  1.7685442   2.5944316 ],
Test/535,[ 0.8201899  -0.59701514  1.9787081  -0.82854956  5.0101147   0.4919421
  3.3678446   3.1851711 ],
Test/232,[-1.0617727  -3.9570484   0.80933076  0.8828707  -1.1077443  -4.837985
  2.2231653  -0.38185024],
Test/853,[-4.5227075  1.4745675  1.8961519  0.0700118 -1.6742432 -2.3777938
  5.0410786  1.8969975],
Test/555,[-3.4412365  4.0835586  4.436     -3.6235695  4.3874993 -0.7782146
  7.1823573  1.5279145],
Test/799,[ 0.2029412   2.080223   -1.875883   -1.1724217   1.4719702   0.6759711
  5.381313   -0.03094982],
Test/716,[ 1.1020592   3.160452    2.4565587  -1.7880266  -1.7187124   0.10446185
  4.0573974   1.1104568 ],
Test/134,[-2.4182084  -3.3100102   0.30552593 -0.9592006  -0.15102857 -4.616477
  1.8161304   2.2238448 ],
Test/100,[-3.4710078  0.4658407 -2.4522648 -3.6473193  1.9214357 -0.6061446
  6.836416   2.5915394],
Test/577,[-6.3227067  -3.0122712  -3.096563    2.2000687  -0.73573136 -6.1256676
  2.412541    6.0345807 ],
Test/347,[-3.4656675   2.510629    0.98922044  1.5806875   1.2093061   0.4684112
  7.0650716   1.6181015 ],
Test/996,[-0.7647774   0.16397712  1.8208487  -3.9042904  -0.8003248   1.2966993
  3.5987008  -1.0934702 ],
Test/71,[-1.0465465  -3.482172    2.4437854  -2.1166778  -0.40999854  0.35020757
  3.3750067   3.1422186 ],
Test/109,[-1.9714911  -1.8144581   2.0043378  -2.0654337   1.6234852  -0.97351426
  1.0394297   3.3426437 ],
Test/386,[-0.5494846  -1.4697797  -1.1252512  -0.13382286 -0.09342098 -1.3604203
  1.7747915   0.9115414 ],
Test/476,[-2.5921862 -2.1590757  1.9089085 -0.7024132 -2.4351254 -3.1011124
  1.7944167  3.5682263],
Test/982,[-3.4956505 -1.5594482  3.1045275 -7.0395207 -2.3235235 -3.6706567
  6.509047   2.3127568],
Test/931,[-1.8564281 -0.7810355  3.2391472 -1.6961756  2.4262643 -2.4259074
 -0.9561846  1.4672099],
Test/551,[-2.5390635   0.9316926   1.668387   -3.0917158   2.3917713   0.67746526
  5.293752    1.00047   ],
Test/732,[-3.7069638  -4.608159    0.6664833   0.03327674 -2.1154547  -1.2067775
  5.5252895   3.5996592 ],
Test/779,[-3.131955   -0.6232819  -2.3569953   0.94004786  0.33298475  0.7613769
  0.8178551   1.6012281 ],
Test/266,[-1.1806904  -0.8753541   0.29738304 -0.47701418 -0.24696201 -1.7266197
  3.6641471   1.1582817 ],
Test/911,[-4.3813143  -3.8435068   0.00876206 -2.8608816  -1.6930715  -2.5624702
  4.504216    2.1792784 ],
Test/962,[-7.5725203  -1.5759383   0.28408048  3.0881143  -1.4869634  -4.096676
  3.1075766   1.1579833 ],
Test/949,[-0.99745834 -3.9221463  -0.24136572  1.0288326  -3.10319    -1.7796754
  4.1019173   3.5963523 ],
Test/313,[-1.1340946 -1.64812    1.556648  -2.6494536  1.0141582  1.0681155
  2.1801276  1.994464 ],
Test/364,[-2.8187919   0.99882025  0.6849722  -1.7466913   0.2837547  -4.8104534
  2.5580537   2.5476978 ],
Test/821,[-3.7952821  -2.1824841   0.07872827  0.56286633  0.9499753  -4.381884
  4.3313704   0.8206428 ],
Test/422,[-4.597041   -2.6871278  -0.28855193 -1.1864653  -6.1280603  -3.914499
  5.3139825   0.4787036 ],
Test/578,[-1.7964422 -2.2012348 -2.0377755 -1.5388501  1.6888155 -1.4842705
  2.4654553  1.913622 ],
Test/185,[-4.0415583  -2.3630574  -0.66209966  0.7857773   1.3462206  -3.6233664
  0.8163439   2.4304419 ],
Test/829,[ 0.79614866  0.6140849   4.552811   -3.5626454   0.55843866 -1.2125782
  1.9265112   1.9149693 ],
Test/641,[-1.0824507   1.2810849  -0.9751325  -0.35046035  3.9475584  -1.6020883
  4.4744053  -1.6305897 ],
Test/575,[-0.8242792  -1.8869928  -0.23929612  2.1977339   2.5449524   0.7400793
  4.743051   -0.956936  ],
Test/763,[-4.0842233  -3.809001   -0.4697306  -2.0373445  -0.7749405  -0.27204353
  3.3834083  -1.4149414 ],
Test/499,[-3.203907  -1.1992135 -2.3756466  1.0579518  2.159039  -1.9003733
  3.607772   1.8071812],
Test/220,[-0.6686965  -2.5874557  -0.16472872 -3.6475194  -2.7448459  -2.1522973
  2.6361272   2.1644878 ],
Test/327,[-2.1922028  -0.50093895  1.2027227  -2.9725983   0.01125705 -2.0759804
  2.9509761  -1.1916012 ],
Test/271,[-2.7335608  -3.8789763   5.6046095   0.5818506  -0.95575935 -1.447239
  2.190356    1.8195865 ],
Test/971,[ 1.5127221  -1.2618877   1.1766957  -0.25195712 -1.3494785  -3.0836074
  1.7978572   0.60290015],
Test/98,[-3.441065   -2.6399853   1.3766958  -1.3822808   2.087626   -0.6455688
  2.3321     -0.02363505],
Test/803,[-1.9684557  -2.8391185   4.085759   -3.2880156   2.3743162  -0.29154938
  2.8070092   0.88646007],
Test/946,[-4.423702   -0.79485875 -1.4131616   0.44130445  1.7052135  -1.7609473
  6.29548     1.84612   ],
Test/249,[-1.5041919 -2.1793642  1.6937418 -3.7436323 -2.212687  -5.71
  4.5531583  2.5992436],
Test/411,[-4.00659    -2.7478395   0.77104455  1.0758038  -0.2446574  -1.4633757
  4.296078    3.0509734 ],
Test/482,[-0.6339535  -1.8321075   0.07111616 -0.9271205  -4.4362097  -0.23596841
  1.4094361   3.657463  ],
Test/169,[-2.8004682 -1.8078374  2.8125482 -1.7870047 -0.9979192 -3.8009279
  1.6179614  0.6936861],
Test/425,[-0.7649526  -1.8477576   0.54497635  1.54195    -2.038642   -5.236213
  4.5531945   0.02848707],
Test/893,[-3.6254823  -2.9359298  -0.0737464  -0.9391946   1.4548281  -0.9873882
  4.339192   -0.27287653],
Test/442,[-2.2689543  -2.5900187   1.8926045  -0.06545543 -2.2614899  -2.7635033
  2.2540352  -0.24141093],
Test/926,[-5.437316   -2.4723544   1.5853882  -2.850038   -0.32997966 -1.6622965
  2.680387    1.573984  ],
Test/349,[-2.6177046  -1.827753    0.3727004   2.0837836  -0.09146005 -4.287698
  1.0406283   3.0870075 ],
Test/562,[-4.22644   -2.9513257  0.9293057  0.712967   1.6808577 -3.1718302
  5.802507   2.1150835],
Test/666,[-4.248568  -1.9244691 -4.181559   2.2826798 -2.161182  -1.6880392
  1.4998739  2.202787 ],
Test/483,[-2.9253993   1.894349    2.5623147  -3.0302606  -0.21898833 -0.12997478
  2.021573    3.4723155 ],
Test/981,[ 3.7613614 -5.633093   0.6598757 -0.5733234 -2.205381  -1.0034864
  1.1979423  0.564585 ],
Test/177,[-2.0683665  -0.14634204 -1.9858449   1.449721    2.124003   -3.5905697
  2.162214   -1.2655429 ],
Test/289,[-3.638728    0.73729616  3.583837   -3.1876378   1.8244005  -0.31730074
  1.2260597   4.6653705 ],
Test/552,[-4.083067  -0.9328738  1.1530596 -3.0278482  2.9710817 -1.0014533
  4.1611543  2.0652926],
Test/888,[-1.3782417  -2.4026651   0.40578997 -1.019618    2.1341128  -6.4943457
  1.0512836   4.842698  ],
Test/500,[-5.892833   -1.9466732   3.1082602  -2.4590685  -2.145751    0.07533377
  1.5626103   3.813146  ],
Test/833,[-0.77505374 -0.07518709  6.8990984  -0.18182558 -1.7752941   0.6344254
  3.430437    0.88814354],
Test/260,[-1.8698746 -0.7738494  2.382933  -0.7126317 -1.2705668 -2.110933
  3.2707243  1.9609612],
Test/247,[ 0.9231595   0.21750295  0.92246324 -1.318967    1.812173   -0.01168245
  2.2860215   1.2870386 ],
Test/519,[-6.3612456  1.3929844 -0.9368467 -2.3349655  3.4557128 -4.7417617
  3.222717   1.4931742],
Test/46,[-2.4304063  -3.83929     1.8813369  -0.34239078 -0.34669515 -2.6590657
 -0.5672916   2.1247087 ],
Test/351,[-5.2660556  -0.96271396  1.0353183   2.2136774   3.3647742  -1.4385445
  5.5152645  -2.5435662 ],
Test/290,[-2.578063   -3.7593725   1.8849992  -1.465513    0.18830541 -1.4291964
  0.63597095  0.80337226],
Test/78,[-2.4825308 -2.3438106 -0.1555535 -1.2134216 -0.3311706 -0.9595784
  2.3823388  1.5051595],
Test/106,[-2.4818876  -4.5826993   1.6311849  -3.21776    -0.20541179 -2.9046738
  4.686593   -0.12587287],
Test/434,[-2.6272979   0.75257325  1.1109389  -0.8498298   0.8996208  -2.4513943
  5.572904    3.0739388 ],
Test/999,[-1.8645898   2.272358    1.3053823  -1.4980268   0.4250446  -1.8609347
  6.8236055  -0.22209658],
Test/54,[-1.3963792  -5.339479    3.4786997  -0.96561176  0.69509596 -1.0754952
  6.4263024   0.4635345 ],
Test/431,[-0.2769931 -1.5916257 -1.6543273 -0.8069814 -2.3150277 -4.148562
  4.6923313  2.2943249],
Test/723,[-4.9220796   1.7877841   1.3562614  -0.09514656  2.6120234  -0.3711886
  2.990116    1.1032988 ],
Test/682,[-5.300901   -0.80671537  2.8870568  -1.414226    0.4781674   1.1803256
  3.9684944  -2.0233457 ],
Test/527,[-0.30659735 -4.092722    3.5745976  -2.7913072  -0.20145199 -2.695328
  2.3417468   2.579584  ],
Test/130,[-2.111634    3.0381951  -3.3811982  -1.4145728  -0.60367477 -5.414034
  4.9234405  -1.4081479 ],
Test/184,[-2.8380928   0.12015146  4.2613993  -4.2274046   0.18484104 -0.38042015
  2.0031722   0.9966513 ],
Test/501,[-3.7972693e+00  7.2554427e-01  1.0825542e+00  2.5972482e-03
 -1.4652038e-01 -2.5176132e+00  2.8494852e+00  2.0283935e+00],
Test/353,[-1.8062752  -1.3242319  -0.49067485 -3.855709   -2.3167253  -1.8643794
  2.6118567   0.7964887 ],
Test/703,[-1.6020323  -0.8505715   1.7578181  -0.7888073  -0.72181565 -4.3758593
 -0.79030025  3.3707309 ],
Test/632,[-3.812437   -1.2120624   2.9182086  -1.3941392   0.59466934 -0.03228635
  2.4246283   1.5182947 ],
Test/676,[-0.21716355 -3.3486712  -0.1477472  -1.9274404  -3.8494654  -3.3821943
  2.2220562   2.7965832 ],
Test/142,[-5.1281686  -3.08589     4.7348485   0.2644819   1.2080715  -3.850136
  1.1226751   0.99876034],
Test/111,[-5.030285   -1.3741982  -2.8058078   0.36690295  2.1266894   1.9784482
